"SamAccountName","ComputerName","ComputerCreationDate","ComputerChanged","SPN","DistinguishedName"
"OLDSTAGE$","OLDSTAGE","10/5/2010 6:27:17 PM","7/29/2019 3:23:45 PM","HOST/OLDStage.HS.wvu-ad.wvu.edu;TERMSRV/OLDStage.HS.wvu-ad.wvu.edu;WSMAN/OLDStage.HS.wvu-ad.wvu.edu;SMTPSVC/OLDStage.HS.wvu-ad.wvu.edu;HOST/OLDSTAGE;TERMSRV/OLDSTAGE;WSMAN/OLDSTAGE;SMTPSVC/OLDSTAGE","CN=OLDSTAGE,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CITSCVMM$","CITSCVMM","11/11/2010 3:23:16 PM","7/29/2019 3:23:45 PM","TERMSRV/CITSCVMM.HS.wvu-ad.wvu.edu;TERMSRV/CITSCVMM;WSMAN/CITSCVMM;WSMAN/CITSCVMM.HS.wvu-ad.wvu.edu;RestrictedKrbHost/CITSCVMM;HOST/CITSCVMM;RestrictedKrbHost/CITSCVMM.HS.wvu-ad.wvu.edu;HOST/CITSCVMM.HS.wvu-ad.wvu.edu","CN=CITSCVMM,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"ITSLOG$","ITSLOG","11/12/2010 2:52:35 PM","7/29/2019 3:23:45 PM","vssrvc/ITSLOG;vssrvc/itslog.HS.wvu-ad.wvu.edu;vmrc/ITSLOG:5900;vmrc/itslog.HS.wvu-ad.wvu.edu:5900;WSMAN/itslog;WSMAN/itslog.HS.wvu-ad.wvu.edu;HOST/ITSLOG;HOST/itslog.HS.wvu-ad.wvu.edu","CN=ITSLOG,OU=CHSC Servers,OU=HS Servers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CHSCFP2$","CHSCFP2","11/23/2010 12:03:22 PM","7/29/2019 3:23:45 PM","TERMSRV/CHSCFP2.HS.wvu-ad.wvu.edu;WSMAN/CHSCFP2.HS.wvu-ad.wvu.edu;RestrictedKrbHost/CHSCFP2.HS.wvu-ad.wvu.edu;HOST/CHSCFP2.HS.wvu-ad.wvu.edu;TERMSRV/CHSCFP2;WSMAN/CHSCFP2;RestrictedKrbHost/CHSCFP2;HOST/CHSCFP2","CN=CHSCFP2,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SPUMCO$","SPUMCO","11/30/2010 1:01:10 PM","7/29/2019 3:23:45 PM","CmRcService/SPUMCO.HS.wvu-ad.wvu.edu;CmRcService/SPUMCO;TERMSRV/SPUMCO.HS.wvu-ad.wvu.edu;TERMSRV/SPUMCO;WSMAN/SPUMCO;WSMAN/SPUMCO.HS.wvu-ad.wvu.edu;HOST/SPUMCO;HOST/SPUMCO.HS.wvu-ad.wvu.edu","CN=SPUMCO,OU=CHSC Servers,OU=HS Servers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CHSCFP$","CHSCFP","12/2/2009 4:03:21 PM","7/29/2019 3:23:45 PM","WSMAN/chscfp.HS.wvu-ad.wvu.edu;WSMAN/chscfp;HOST/CHSCFP;HOST/chscfp.HS.wvu-ad.wvu.edu","CN=CHSCFP,OU=CHSC Servers,OU=HS Servers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"THATGUY$","THATGUY","12/10/2010 2:05:08 PM","7/29/2019 3:23:45 PM","CmRcService/THATGUY;CmRcService/THATGUY.HS.wvu-ad.wvu.edu;MSSQLSvc/THATGUY.HS.wvu-ad.wvu.edu:52984;MSSQLSvc/THATGUY.HS.wvu-ad.wvu.edu:SYNAPPSENT;TERMSRV/THATGUY.HS.wvu-ad.wvu.edu;TERMSRV/THATGUY;WSMAN/THATGUY;WSMAN/THATGUY.HS.wvu-ad.wvu.edu;RestrictedKrbHost/THATGUY;HOST/THATGUY;RestrictedKrbHost/THATGUY.HS.wvu-ad.wvu.edu;HOST/THATGUY.HS.wvu-ad.wvu.edu","CN=THATGUY,OU=CHSC Servers,OU=HS Servers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSDATAP1$","HSDATAP1","2/17/2011 1:15:32 PM","3/10/2021 2:02:03 PM","Dfsr-12F9A27C-BF97-4787-9364-D31B6C55EB04/hsdatap1.HS.wvu-ad.wvu.edu;WSMAN/hsdatap1.HS.wvu-ad.wvu.edu;WSMAN/hsdatap1;TERMSRV/hsdatap1.HS.wvu-ad.wvu.edu;TERMSRV/HSDATAP1;HOST/HSDATAP1;HOST/hsdatap1.HS.wvu-ad.wvu.edu","CN=HSDATAP1,OU=DisabledSystemsServers,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSDATAD1$","HSDATAD1","3/4/2011 10:32:23 AM","3/10/2021 2:02:03 PM","Dfsr-12F9A27C-BF97-4787-9364-D31B6C55EB04/hsdatad1.HS.wvu-ad.wvu.edu;WSMAN/hsdatad1;WSMAN/hsdatad1.HS.wvu-ad.wvu.edu;TERMSRV/hsdatad1.HS.wvu-ad.wvu.edu;TERMSRV/HSDATAD1;HOST/HSDATAD1;HOST/hsdatad1.HS.wvu-ad.wvu.edu","CN=HSDATAD1,OU=DisabledSystemsServers,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"ITSWEB-STORAGE2$","ITSWEB-STORAGE2","4/8/2011 8:33:21 AM","11/11/2021 10:34:36 PM","CmRcService/ITSWEB-STORAGE2.HS.wvu-ad.wvu.edu;CmRcService/ITSWEB-STORAGE2;Dfsr-12F9A27C-BF97-4787-9364-D31B6C55EB04/ITSWEB-STORAGE2.HS.wvu-ad.wvu.edu;TERMSRV/ITSWEB-STORAGE2;TERMSRV/ITSWEB-STORAGE2.HS.wvu-ad.wvu.edu;WSMAN/ITSWEB-STORAGE2;WSMAN/ITSWEB-STORAGE2.HS.wvu-ad.wvu.edu;RestrictedKrbHost/ITSWEB-STORAGE2;HOST/ITSWEB-STORAGE2;RestrictedKrbHost/ITSWEB-STORAGE2.HS.wvu-ad.wvu.edu;HOST/ITSWEB-STORAGE2.HS.wvu-ad.wvu.edu","CN=ITSWEB-STORAGE2,OU=ITS Web Servers,OU=HS Servers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"ITSWEB-STORAGE1$","ITSWEB-STORAGE1","4/7/2011 10:31:09 AM","7/29/2019 3:23:45 PM","CmRcService/ITSWEB-STORAGE1;CmRcService/ITSWEB-STORAGE1.HS.wvu-ad.wvu.edu;iSCSITarget/ITSWEB-STORAGE1;iSCSITarget/ITSWEB-STORAGE1.HS.wvu-ad.wvu.edu;Dfsr-12F9A27C-BF97-4787-9364-D31B6C55EB04/ITSWEB-STORAGE1.HS.wvu-ad.wvu.edu;TERMSRV/ITSWEB-STORAGE1;TERMSRV/ITSWEB-STORAGE1.HS.wvu-ad.wvu.edu;WSMAN/ITSWEB-STORAGE1.HS.wvu-ad.wvu.edu;WSMAN/ITSWEB-STORAGE1;RestrictedKrbHost/ITSWEB-STORAGE1;HOST/ITSWEB-STORAGE1;RestrictedKrbHost/ITSWEB-STORAGE1.HS.wvu-ad.wvu.edu;HOST/ITSWEB-STORAGE1.HS.wvu-ad.wvu.edu","CN=ITSWEB-STORAGE1,OU=ITS Web Servers,OU=HS Servers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"BRAINCHILD$","BRAINCHILD","5/9/2011 12:42:17 PM","7/29/2019 3:23:45 PM","TERMSRV/BRAINCHILD;TERMSRV/BRAINCHILD.HS.wvu-ad.wvu.edu;WSMAN/BRAINCHILD;WSMAN/BRAINCHILD.HS.wvu-ad.wvu.edu;RestrictedKrbHost/BRAINCHILD;HOST/BRAINCHILD;RestrictedKrbHost/BRAINCHILD.HS.wvu-ad.wvu.edu;HOST/BRAINCHILD.HS.wvu-ad.wvu.edu","CN=BRAINCHILD,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSQLWITNESS$","HSSQLWITNESS","5/17/2011 3:49:43 PM","3/10/2021 2:02:26 PM","CmRcService/hssqlwitness.HS.wvu-ad.wvu.edu;CmRcService/HSSQLWITNESS;TERMSRV/hssqlwitness.HS.wvu-ad.wvu.edu;TERMSRV/HSSQLWITNESS;WSMAN/hssqlwitness;WSMAN/hssqlwitness.HS.wvu-ad.wvu.edu;HOST/HSSQLWITNESS;HOST/hssqlwitness.HS.wvu-ad.wvu.edu","CN=HSSQLWITNESS,OU=DisabledSystemsServers,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"WAPAC$","WAPAC","8/23/2011 3:30:00 PM","3/10/2021 2:02:26 PM","CmRcService/wapac.HS.wvu-ad.wvu.edu;CmRcService/WAPAC;TERMSRV/WAPAC;TERMSRV/wapac.HS.wvu-ad.wvu.edu;WSMAN/wapac;WSMAN/wapac.HS.wvu-ad.wvu.edu;HOST/WAPAC;HOST/wapac.HS.wvu-ad.wvu.edu","CN=WAPAC,OU=DisabledSystemsServers,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"RDTPDB10PR-ARC$","RDTPDB10PR-ARC","8/17/2011 9:24:10 AM","7/29/2019 3:23:45 PM","MSSQLSvc/RDTPDB10PR-ARC.HS.wvu-ad.wvu.edu:RDTPSQLSERVER;MSSQLSvc/RDTPDB10PR-ARC.HS.wvu-ad.wvu.edu:59650;CmRcService/RDTPDB10PR-ARC.HS.wvu-ad.wvu.edu;CmRcService/RDTPDB10PR-ARC;MSSQLSvc/RDTPDB10PR-ARC.HS.wvu-ad.wvu.edu:59640;MSOMHSvc/RDTPDB10PR-ARC.HS.wvu-ad.wvu.edu;WSMAN/RDTPDB10PR-ARC;WSMAN/RDTPDB10PR-ARC.HS.wvu-ad.wvu.edu;MSOMHSvc/RDTPDB10PR-ARC;MSOMSdkSvc/RDTPDB10PR-ARC.HS.wvu-ad.wvu.edu;MSOMSdkSvc/RDTPDB10PR-ARC;TERMSRV/RDTPDB10PR-ARC;TERMSRV/RDTPDB10PR-ARC.HS.wvu-ad.wvu.edu;HOST/RDTPDB10PR-ARC;HOST/RDTPDB10PR-ARC.HS.wvu-ad.wvu.edu","CN=RDTPDB10PR-ARC,OU=RDTP Servers,OU=HS Servers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSPAPP$","HSSPAPP","11/3/2011 12:16:39 PM","11/16/2021 8:51:45 PM","CmRcService/HSSPAPP;CmRcService/hsspapp.HS.wvu-ad.wvu.edu;WSMAN/hsspapp;WSMAN/hsspapp.HS.wvu-ad.wvu.edu;TERMSRV/HSSPAPP;TERMSRV/hsspapp.HS.wvu-ad.wvu.edu;HOST/HSSPAPP;HOST/hsspapp.HS.wvu-ad.wvu.edu","CN=HSSPAPP,OU=Systems Servers,OU=HS Servers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SPTEST$","SPTEST","6/20/2011 12:02:29 PM","3/10/2021 2:02:26 PM","MSSQLSvc/sptest.HS.wvu-ad.wvu.edu:SHAREPOINT;WSMAN/sptest;WSMAN/sptest.HS.wvu-ad.wvu.edu;TERMSRV/SPTEST;TERMSRV/sptest.HS.wvu-ad.wvu.edu;RestrictedKrbHost/SPTEST;HOST/SPTEST;RestrictedKrbHost/SPTEST.HS.wvu-ad.wvu.edu;HOST/SPTEST.HS.wvu-ad.wvu.edu","CN=SPTEST,OU=DisabledSystemsServers,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SOP-JPARIS1$","SOP-JPARIS1","7/30/2009 9:57:27 AM","7/29/2019 3:23:45 PM","vssrvc/SOP-JPARIS1.HS.wvu-ad.wvu.edu;vssrvc/SOP-JPARIS1;TERMSRV/SOP-JPARIS1;TERMSRV/SOP-JPARIS1.HS.wvu-ad.wvu.edu;HOST/SOP-JPARIS1;HOST/SOP-JPARIS1.HS.wvu-ad.wvu.edu","CN=SOP-JPARIS1,OU=SOP,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"EYEBALL$","EYEBALL","2/16/2012 11:34:50 AM","7/29/2019 3:23:45 PM","WSMAN/EYEBALL.HS.wvu-ad.wvu.edu;WSMAN/EYEBALL;TERMSRV/EYEBALL;TERMSRV/EYEBALL.HS.wvu-ad.wvu.edu;MSSQLSvc/EYEBALL.HS.wvu-ad.wvu.edu;HOST/EYEBALL;HOST/EYEBALL.HS.wvu-ad.wvu.edu","CN=EYEBALL,OU=CHSC Servers,OU=HS Servers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-PEDS-341C$","HS-PEDS-341C","3/12/2012 10:56:45 AM","7/29/2019 3:23:45 PM","RestrictedKrbHost/HS-PEDS-341C;HOST/HS-PEDS-341C;RestrictedKrbHost/HS-PEDS-341C.HS.wvu-ad.wvu.edu;HOST/HS-PEDS-341C.HS.wvu-ad.wvu.edu","CN=HS-PEDS-341C,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"WWW2$","WWW2","3/28/2012 3:35:02 PM","7/29/2019 3:23:45 PM","WSMAN/WWW2.HS.wvu-ad.wvu.edu;WSMAN/WWW2;TERMSRV/WWW2;TERMSRV/WWW2.HS.wvu-ad.wvu.edu;SMTPSVC/WWW2;SMTPSVC/WWW2.HS.wvu-ad.wvu.edu;RestrictedKrbHost/WWW2;HOST/WWW2;RestrictedKrbHost/WWW2.HS.wvu-ad.wvu.edu;HOST/WWW2.HS.wvu-ad.wvu.edu","CN=WWW2,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"ITSWEB-LTEST1$","ITSWEB-LTEST1","3/30/2012 12:28:51 PM","11/10/2021 7:16:10 AM","WSMAN/ITSWEB-LTEST1;WSMAN/ITSWEB-LTEST1.HS.wvu-ad.wvu.edu;CmRcService/ITSWEB-LTEST1.HS.wvu-ad.wvu.edu;CmRcService/ITSWEB-LTEST1;HOST/ITSWEB-LTEST1.HS.wvu-ad.wvu.edu;RestrictedKrbHost/ITSWEB-LTEST1.HS.wvu-ad.wvu.edu;TERMSRV/ITSWEB-LTEST1.HS.wvu-ad.wvu.edu;HOST/ITSWEB-LTEST1;RestrictedKrbHost/ITSWEB-LTEST1;TERMSRV/ITSWEB-LTEST1","CN=ITSWEB-LTEST1,OU=WebDB,OU=ITS,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CHSCTERMSRV$","CHSCTERMSRV","5/8/2012 2:35:50 PM","7/29/2019 3:23:46 PM","tapinego/CHSCTERMSRV;tapinego/CHSCTERMSRV.HS.wvu-ad.wvu.edu;WSMAN/CHSCTERMSRV.HS.wvu-ad.wvu.edu;WSMAN/CHSCTERMSRV;TERMSRV/CHSCTERMSRV.HS.wvu-ad.wvu.edu;TERMSRV/CHSCTERMSRV;RestrictedKrbHost/CHSCTERMSRV;HOST/CHSCTERMSRV;RestrictedKrbHost/CHSCTERMSRV.HS.wvu-ad.wvu.edu;HOST/CHSCTERMSRV.HS.wvu-ad.wvu.edu","CN=CHSCTERMSRV,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CMSMERGE$","CMSMERGE","5/22/2012 2:20:56 PM","7/29/2019 3:23:46 PM","WSMAN/CMSMERGE;WSMAN/CMSMERGE.HS.wvu-ad.wvu.edu;TERMSRV/CMSMERGE.HS.wvu-ad.wvu.edu;TERMSRV/CMSMERGE;SMTPSVC/CMSMERGE;SMTPSVC/CMSMERGE.HS.wvu-ad.wvu.edu;RestrictedKrbHost/CMSMERGE;HOST/CMSMERGE;RestrictedKrbHost/CMSMERGE.HS.wvu-ad.wvu.edu;HOST/CMSMERGE.HS.wvu-ad.wvu.edu","CN=CMSMERGE,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-ITS-16D0$","HS-ITS-16D0","9/14/2012 1:29:56 PM","7/29/2019 3:23:46 PM","TERMSRV/hs-its-16d0.HS.wvu-ad.wvu.edu;TERMSRV/HS-ITS-16D0;RestrictedKrbHost/HS-ITS-16D0;HOST/HS-ITS-16D0;RestrictedKrbHost/HS-ITS-16D0.HS.wvu-ad.wvu.edu;HOST/HS-ITS-16D0.HS.wvu-ad.wvu.edu","CN=HS-ITS-16D0,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SON-MBROWN30$","SON-MBROWN30","6/30/2010 1:54:02 PM","7/29/2019 3:23:46 PM","RestrictedKrbHost/SON-MBROWN30;RestrictedKrbHost/SON-MBROWN30.HS.wvu-ad.wvu.edu;HOST/SON-MBROWN30;HOST/SON-MBROWN30.HS.wvu-ad.wvu.edu","CN=SON-MBROWN30,OU=SON,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SON-AMAUST2$","SON-AMAUST2","7/7/2010 1:44:31 PM","7/29/2019 3:23:46 PM","RestrictedKrbHost/SON-AMAUST2;RestrictedKrbHost/SON-AMAUST2.HS.wvu-ad.wvu.edu;HOST/SON-AMAUST2;HOST/SON-AMAUST2.HS.wvu-ad.wvu.edu","CN=SON-AMAUST2,OU=SON,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"PT-BMARCY1$","PT-BMARCY1","5/20/2010 11:06:13 AM","7/29/2019 3:23:46 PM","RestrictedKrbHost/PT-BMARCY1;HOST/PT-BMARCY1;RestrictedKrbHost/pt-bmarcy1.HS.wvu-ad.wvu.edu;HOST/pt-bmarcy1.HS.wvu-ad.wvu.edu","CN=PT-BMARCY1,OU=PT,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MD-ZBREWER$","MD-ZBREWER","12/3/2010 8:19:46 AM","7/29/2019 3:23:46 PM","HOST/MD-ZBREWER;HOST/md-zbrewer.HS.wvu-ad.wvu.edu","CN=MD-ZBREWER,OU=2013,OU=SOM,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"PT-NSTARK$","PT-NSTARK","5/20/2010 8:47:51 AM","7/29/2019 3:23:46 PM","RestrictedKrbHost/PT-NSTARK;HOST/PT-NSTARK;RestrictedKrbHost/PT-NSTARK.HS.wvu-ad.wvu.edu;HOST/PT-NSTARK.HS.wvu-ad.wvu.edu","CN=PT-NSTARK,OU=PT,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MD-MGUIDO$","MD-MGUIDO","7/20/2009 8:53:57 AM","7/29/2019 3:23:46 PM","TERMSRV/MD-MGUIDO.HS.wvu-ad.wvu.edu;TERMSRV/MD-MGUIDO;HOST/MD-MGUIDO;HOST/MD-MGUIDO.HS.wvu-ad.wvu.edu","CN=MD-MGUIDO,OU=SOM,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MD-JMEEKER1$","MD-JMEEKER1","7/20/2009 3:00:02 PM","7/29/2019 3:23:46 PM","TERMSRV/MD-JMEEKER1.HS.wvu-ad.wvu.edu;TERMSRV/MD-JMEEKER1;HOST/MD-JMEEKER1;HOST/MD-JMEEKER1.HS.wvu-ad.wvu.edu","CN=MD-JMEEKER1,OU=SOM,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"OT-SABBOTT1$","OT-SABBOTT1","6/10/2010 1:34:06 PM","7/29/2019 3:23:46 PM","RestrictedKrbHost/OT-SABBOTT1;RestrictedKrbHost/ot-sabbott1.HS.wvu-ad.wvu.edu;HOST/OT-SABBOTT1;HOST/ot-sabbott1.HS.wvu-ad.wvu.edu","CN=OT-SABBOTT1,OU=OT,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSBACKUPS$","HSBACKUPS","8/14/2012 11:37:09 AM","3/10/2021 1:55:40 PM","WSMAN/hsbackups.HS.wvu-ad.wvu.edu;TERMSRV/hsbackups.HS.wvu-ad.wvu.edu;RestrictedKrbHost/hsbackups.HS.wvu-ad.wvu.edu;HOST/hsbackups.HS.wvu-ad.wvu.edu;WSMAN/HSBACKUPS;TERMSRV/HSBACKUPS;RestrictedKrbHost/HSBACKUPS;HOST/HSBACKUPS","CN=HSBACKUPS,OU=WinServer,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSVC$","HSVC","2/21/2008 1:53:57 PM","3/10/2021 2:02:26 PM","HOST/hsvc;HOST/hsvc.hs.wvu-ad.wvu.edu","CN=HSVC,OU=DisabledSystemsServers,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSPRINT3LEGACY$","HSPRINT3LEGACY","3/29/2010 1:18:11 PM","3/10/2021 2:02:23 PM","TERMSRV/HSPRINT3Legacy.HS.wvu-ad.wvu.edu;WSMAN/HSPRINT3Legacy.HS.wvu-ad.wvu.edu;HOST/HSPRINT3Legacy.HS.wvu-ad.wvu.edu;TERMSRV/HSPRINT3LEGACY;WSMAN/HSPRINT3LEGACY;HOST/HSPRINT3LEGACY","CN=HSPRINT3LEGACY,OU=DisabledSystemsServers,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSPRINT1LEGACY$","HSPRINT1LEGACY","3/29/2010 1:13:18 PM","3/10/2021 2:02:23 PM","HOST/HSPRINT1Legacy.HS.wvu-ad.wvu.edu;WSMAN/HSPRINT1Legacy.HS.wvu-ad.wvu.edu;TERMSRV/HSPRINT1Legacy.HS.wvu-ad.wvu.edu;TERMSRV/HSPRINT1LEGACY;WSMAN/HSPRINT1LEGACY;HOST/HSPRINT1LEGACY","CN=HSPRINT1LEGACY,OU=DisabledSystemsServers,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSPN1$","HSSPN1","12/10/2010 2:15:04 PM","3/10/2021 2:02:23 PM","MSSQLSvc/hsspn1.HS.wvu-ad.wvu.edu:SQLEXPRESS;WSMAN/hsspn1.HS.wvu-ad.wvu.edu;WSMAN/hsspn1;TERMSRV/hsspn1.HS.wvu-ad.wvu.edu;TERMSRV/HSSPN1;RestrictedKrbHost/HSSPN1;HOST/HSSPN1;RestrictedKrbHost/HSSPN1.HS.wvu-ad.wvu.edu;HOST/HSSPN1.HS.wvu-ad.wvu.edu","CN=HSSPN1,OU=DisabledSystemsServers,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCFP$","HSCFP","10/15/2009 3:04:53 PM","11/16/2021 2:34:33 PM","RestrictedKrbHost/HSCFP;RestrictedKrbHost/hscfp.HS.wvu-ad.wvu.edu;TERMSRV/hscfp.HS.wvu-ad.wvu.edu;TERMSRV/HSCFP;WSMAN/hscfp.HS.wvu-ad.wvu.edu;WSMAN/hscfp;HOST/hscfp.HS.wvu-ad.wvu.edu;HOST/HSCFP","CN=HSCFP,OU=Systems Servers,OU=HS Servers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSPRINT4LEGACY$","HSPRINT4LEGACY","9/28/2010 10:13:21 AM","3/10/2021 2:02:23 PM","TERMSRV/HSPRINT4Legacy.HS.wvu-ad.wvu.edu;WSMAN/HSPRINT4Legacy.HS.wvu-ad.wvu.edu;HOST/HSPRINT4Legacy.HS.wvu-ad.wvu.edu;HOST/HSPRINT4LEGACY;WSMAN/HSPRINT4LEGACY;TERMSRV/HSPRINT4LEGACY","CN=HSPRINT4LEGACY,OU=DisabledSystemsServers,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"PT-KSTONE5$","PT-KSTONE5","5/19/2010 3:25:41 PM","7/29/2019 3:23:48 PM","RestrictedKrbHost/PT-KSTONE5;RestrictedKrbHost/PT-KSTONE5.HS.wvu-ad.wvu.edu;HOST/PT-KSTONE5;HOST/PT-KSTONE5.HS.wvu-ad.wvu.edu","CN=PT-KSTONE5,OU=PT,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"PH-VLAW$","PH-VLAW","8/14/2008 3:15:36 PM","7/29/2019 3:23:48 PM","HOST/PH-VLAW;HOST/ph-vlaw.HS.wvu-ad.wvu.edu","CN=PH-VLAW,OU=PH,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-G103M-DESK3$","HS-G103M-DESK3","8/20/2009 3:37:29 PM","7/29/2019 3:23:48 PM","HOST/HS-G103M-Desk3.HS.wvu-ad.wvu.edu;HOST/HS-G103M-DESK3","CN=HS-G103M-DESK3,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MD-FKALWAR1$","MD-FKALWAR1","6/16/2010 12:00:16 PM","7/29/2019 3:23:48 PM","TERMSRV/md-fkalwar1.HS.wvu-ad.wvu.edu;TERMSRV/MD-FKALWAR1;HOST/MD-FKALWAR1;HOST/md-fkalwar1.HS.wvu-ad.wvu.edu","CN=MD-FKALWAR1,OU=SOM,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MD-DPHANG$","MD-DPHANG","7/20/2009 2:41:47 PM","7/29/2019 3:23:48 PM","TERMSRV/MD-DPHANG.HS.wvu-ad.wvu.edu;TERMSRV/MD-DPHANG;HOST/MD-DPHANG;HOST/MD-DPHANG.HS.wvu-ad.wvu.edu","CN=MD-DPHANG,OU=SOM,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MD-JBENNION$","MD-JBENNION","7/20/2009 8:43:55 AM","7/29/2019 3:23:48 PM","TERMSRV/MD-JBENNION.HS.wvu-ad.wvu.edu;TERMSRV/MD-JBENNION;HOST/MD-JBENNION;HOST/MD-JBENNION.HS.wvu-ad.wvu.edu","CN=MD-JBENNION,OU=Eastern,OU=SOM,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SGHOST$","SGHOST","12/11/2009 7:43:23 AM","3/10/2021 2:02:26 PM","WSMAN/SGHOST.HS.wvu-ad.wvu.edu;WSMAN/SGHOST;TERMSRV/SGHOST;TERMSRV/SGHOST.HS.wvu-ad.wvu.edu;RestrictedKrbHost/SGHOST;HOST/SGHOST;RestrictedKrbHost/SGHOST.HS.wvu-ad.wvu.edu;HOST/SGHOST.HS.wvu-ad.wvu.edu","CN=SGHOST,OU=DisabledSystemsServers,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MD-PFLOOD$","MD-PFLOOD","7/15/2010 3:11:23 PM","7/29/2019 3:23:48 PM","RestrictedKrbHost/MD-PFLOOD;HOST/MD-PFLOOD;RestrictedKrbHost/md-pflood.HS.wvu-ad.wvu.edu;HOST/md-pflood.HS.wvu-ad.wvu.edu","CN=MD-PFLOOD,OU=SOM,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MD-BSTEWARD$","MD-BSTEWARD","7/21/2009 1:46:10 PM","7/29/2019 3:23:48 PM","TERMSRV/MD-BSTEWARD.HS.wvu-ad.wvu.edu;TERMSRV/MD-BSTEWARD;HOST/MD-BSTEWARD;HOST/MD-BSTEWARD.HS.wvu-ad.wvu.edu","CN=MD-BSTEWARD,OU=SOM,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SON-ROWEN$","SON-ROWEN","7/7/2010 1:45:51 PM","7/29/2019 3:23:48 PM","RestrictedKrbHost/SON-ROWEN;RestrictedKrbHost/SON-ROWEN.HS.wvu-ad.wvu.edu;HOST/SON-ROWEN;HOST/SON-ROWEN.HS.wvu-ad.wvu.edu","CN=SON-ROWEN,OU=SON,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
