"SamAccountName","SourceOU","TargetOU"
"$IEC","HSC/ADMIN/IEC","HS Users/HSC/ADMIN/IEC"
"IEC","HSC/ADMIN","HS Users/HSC/ADMIN"
"DutyHours","HSC/ADMIN/SSERVICES","HS Users/HSC/ADMIN/SSERVICES"
"GME PM Spreadsheets folder Group","HSC/ADMIN/SSERVICES","HS Users/HSC/ADMIN/SSERVICES"
"SServices Share Traverse","HSC/ADMIN/SSERVICES","HS Users/HSC/ADMIN/SSERVICES"
"$SSERVICES","HSC/ADMIN/SSERVICES","HS Users/HSC/ADMIN/SSERVICES"
"GME Resident Files ReadOnly Group","HSC/ADMIN/SSERVICES","HS Users/HSC/ADMIN/SSERVICES"
"GME Resident Files RW Group","HSC/ADMIN/SSERVICES","HS Users/HSC/ADMIN/SSERVICES"
"TYResidency Group","HSC/ADMIN/SSERVICES","HS Users/HSC/ADMIN/SSERVICES"
"$LIB","HSC/ADMIN/LIB","HS Users/HSC/ADMIN/LIB"
"VP","HSC/ADMIN","HS Users/HSC/ADMIN"
"HSC VP Student Worker","HSC/ADMIN/VP","HS Users/HSC/ADMIN/VP"
"$VP","HSC/ADMIN/VP","HS Users/HSC/ADMIN/VP"
"VP-Minolta","HSC/ADMIN/VP","HS Users/HSC/ADMIN/VP"
"VP Executive Recruitment Folder RW Group","HSC/ADMIN/VP","HS Users/HSC/ADMIN/VP"
"CE-Group","HSC/ADMIN/CE","HS Users/HSC/ADMIN/CE"
"HSC CE Student Workers","HSC/ADMIN/CE","HS Users/HSC/ADMIN/CE"
"PSI CME Share access","HSC/ADMIN/CE","HS Users/HSC/ADMIN/CE"
"$CE","HSC/ADMIN/CE","HS Users/HSC/ADMIN/CE"
"HSC AVP Shared Services Storefront Group","HSC/ADMIN/AVP","HS Users/HSC/ADMIN/AVP"
"HSC SOM Finance Share Group","HSC/ADMIN/AVP","HS Users/HSC/ADMIN/AVP"
"HSC AVP Waivers & Scholarships Share","HSC/ADMIN/AVP","HS Users/HSC/ADMIN/AVP"
"HSC AVP madamsmichenko resident budgets RW folder group","HSC/ADMIN/AVP","HS Users/HSC/ADMIN/AVP"
"HSC AVP madamsmichenko WVUHire Documents RW folder group","HSC/ADMIN/AVP","HS Users/HSC/ADMIN/AVP"
"$AVP","HSC/ADMIN/AVP","HS Users/HSC/ADMIN/AVP"
"HSC AVP Finance Offer Letters RW folder group","HSC/ADMIN/AVP","HS Users/HSC/ADMIN/AVP"
"$HSCADMIN","HSC/ADMIN","HS Users/HSC/ADMIN"
"$CME","HSC/ADMIN/CME","HS Users/HSC/ADMIN/CME"
"$ALUMNI","HSC/ADMIN/ALUMNI","HS Users/HSC/ADMIN/ALUMNI"
"CVD Policy Group","HSC/ADMIN/RESGRAD","HS Users/HSC/ADMIN/RESGRAD"
"Resgrad T-32 folder RO Group","HSC/ADMIN/RESGRAD","HS Users/HSC/ADMIN/RESGRAD"
"$RESGRAD","HSC/ADMIN/RESGRAD","HS Users/HSC/ADMIN/RESGRAD"
"CVD","HSC/ADMIN/RESGRAD","HS Users/HSC/ADMIN/RESGRAD"
"CCRS Research Projects Group","HSC/ADMIN/RESGRAD/CRC","HS Users/HSC/ADMIN/RESGRAD/CRC"
"$CRC","HSC/ADMIN/RESGRAD/CRC","HS Users/HSC/ADMIN/RESGRAD/CRC"
"Privacy and Security Share Group","HSC/ADMIN/LEGAL","HS Users/HSC/ADMIN/LEGAL"
"$LEGAL","HSC/ADMIN/LEGAL","HS Users/HSC/ADMIN/LEGAL"
"$ANIMQ","HSC/ADMIN/ANIMQ","HS Users/HSC/ADMIN/ANIMQ"
"$Roles","HSC/Roles","HS Users/HSC/Roles"
"$Guest Accounts","HSC/Guest Accounts","HS Users/HSC/Guest Accounts"
"Forcepoint-Blocking-Research-Policy","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HSC Pathology Share Traverse Group","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HSC Institutional Advancement Calendar","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"CED CODA Group","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"IPPrinter Project Group","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"$HSC AD Groups","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"WVSTEPS Screen Saver Exceptions","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HSC SON BarrLab Group","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"Reference Manager","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HMC-Project1-Read","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"WVUH Office 365 Admins","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HMC-HSDATA3-RW","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HSC DropBox Exceptions","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HMC-All-Read","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HMC-All-RW","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"SON Share Traverse Group","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HSC SOM Share Traverse Group","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"University Relations Share","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HSC Lynx Client Group","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"WVU Student Affairs Admins","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HSC MAC Test group","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"Admin SOMDEAN Share Traverse Group","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"Admin Share Traverse Group","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"WVUH Admins","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"PALM Covid User Group","HSC/HSC AD Groups/PALM","HS Users/HSC/HSC AD Groups/PALM"
"HSC Wellness Shared Group","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"Scans Folder Traverse Group","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HSC HPAssist","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"Reference Manager 11","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HSC Eastern Division CSC","HSC/HSC AD Groups/CSC Groups","HS Users/HSC/HSC AD Groups/CSC Groups"
"HSC SPH Intern CSC","HSC/HSC AD Groups/CSC Groups","HS Users/HSC/HSC AD Groups/CSC Groups"
"HSC Pathology CSC","HSC/HSC AD Groups/CSC Groups","HS Users/HSC/HSC AD Groups/CSC Groups"
"HSC Radiology CSC","HSC/HSC AD Groups/CSC Groups","HS Users/HSC/HSC AD Groups/CSC Groups"
"Radius","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"School of Medicine Strategic Planning Project Group","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"Software-Powershell7-A","HSC/HSC AD Groups/SCCM Applications","HS Users/HSC/HSC AD Groups/SCCM Applications"
"HMC-Project3-Read","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HMC-Project5-Read","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"SOP Faculty Laptop","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HMC-Project2-Read","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HSC ITS QA","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HS Grants Group","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"Office 2011 for Mac","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HMC-CommunityCore-Read","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HMC Grant","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HMC-TranslationCore-Read","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HMC-Project4-Read","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"BASSCI Share Traverse Group","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HMC-AdministrativeCore-Read","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HSC Anatomy Grants","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HMC-SupportCore-Read","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HSC Student Services Shares","HSC/HSC AD Groups/HSC Student Services","HS Users/HSC/HSC AD Groups/HSC Student Services"
"HMC-Project1-RW","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"SCCM CSC Application Deployment","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"C8 Secure Share Group","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"Cost Savings Access Database Project Domain Local Group","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HMC-SupportCore-RW","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HMC-CommunityCore-RW","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"C8 Research Share Group","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"SOP Share Traverse Group","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HMC-Project2-RW","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"jthompson Osteonecrosis chronic prednisone","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"jthompson Microvascular disease prepost menopause","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"jthompson Lung Cancer Pt Char","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI ACASI Survey Faculty Group","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"jthompson TCC telemedicine remon","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"OLAR Lab Parent","HSC/HSC AD Groups/OLAR Labs","HS Users/HSC/HSC AD Groups/OLAR Labs"
"OLAR Lab 201A","HSC/HSC AD Groups/OLAR Labs","HS Users/HSC/HSC AD Groups/OLAR Labs"
"OLAR Workstations Admins","HSC/HSC AD Groups/OLAR Labs","HS Users/HSC/HSC AD Groups/OLAR Labs"
"OLAR Lab 201","HSC/HSC AD Groups/OLAR Labs","HS Users/HSC/HSC AD Groups/OLAR Labs"
"HMC-TranslationCore-RW","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"Test URL Filtering","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HS NextCloud Users","HSC/HSC AD Groups/Applications","HS Users/HSC/HSC AD Groups/Applications"
"Meeting Decisions Group","HSC/HSC AD Groups/Applications","HS Users/HSC/HSC AD Groups/Applications"
"Microsoft Audio Conferencing License Group","HSC/HSC AD Groups/Applications","HS Users/HSC/HSC AD Groups/Applications"
"Block Legacy Authentication Group","HSC/HSC AD Groups/Applications","HS Users/HSC/HSC AD Groups/Applications"
"HMC-AdministrativeCore-RW","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HMC-Project5-RW","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HSC BRNI Share Traverse Group","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HSC Admin Share Traverse Group","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HMC-Project3-RW","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HMC-Project4-RW","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"BIOC Share Traverse Group","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HS Event Log Client Readers","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"CSC","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"Forcepoint-Blocking-Policy","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"STC-ORTHO-MINOLTAc224e","HSC/SOD","HS Users/HSC/SOD"
"SOD Student Mipac Images","HSC/SOD","HS Users/HSC/SOD"
"Subject Information RW Group","HSC/SOD","HS Users/HSC/SOD"
"1007-BizhubC224E Group","HSC/SOD","HS Users/HSC/SOD"
"1060-Minolta-4700P Group","HSC/SOD","HS Users/HSC/SOD"
"stc-rx2 Group","HSC/SOD","HS Users/HSC/SOD"
"stc-3rdfloor-minoltac25 Group","HSC/SOD","HS Users/HSC/SOD"
"1304-minolta223","HSC/SOD","HS Users/HSC/SOD"
"Proslit","HSC/SOD","HS Users/HSC/SOD"
"1068-dell3130cn","HSC/SOD","HS Users/HSC/SOD"
"1179-hplj2055dn","HSC/SOD","HS Users/HSC/SOD"
"1055-RX Group","HSC/SOD","HS Users/HSC/SOD"
"1180b-hp4015","HSC/SOD","HS Users/HSC/SOD"
"COHRA Database Group","HSC/SOD","HS Users/HSC/SOD"
"PerioShared Group","HSC/SOD","HS Users/HSC/SOD"
"1065-epson-workforce845 Group","HSC/SOD","HS Users/HSC/SOD"
"stc-rx1 Group","HSC/SOD","HS Users/HSC/SOD"
"$SODORTHO","HSC/SOD/ORTHO","HS Users/HSC/SOD/ORTHO"
"OrthoToothpasteSurvey","HSC/SOD/ORTHO","HS Users/HSC/SOD/ORTHO"
"SOD Ortho Master Patient List Share Group","HSC/SOD/ORTHO","HS Users/HSC/SOD/ORTHO"
"SOD Ortho Daily Summary Share Group","HSC/SOD/ORTHO","HS Users/HSC/SOD/ORTHO"
"HS Mipacs Users","HSC/SOD","HS Users/HSC/SOD"
"stc-dgp-minolta Group","HSC/SOD","HS Users/HSC/SOD"
"stc-res-minolta363 Group","HSC/SOD","HS Users/HSC/SOD"
"1097-bizhub227 Group","HSC/SOD","HS Users/HSC/SOD"
"stc-rx3 Group","HSC/SOD","HS Users/HSC/SOD"
"1000-hp4010","HSC/SOD Group","HS Users/HSC/SOD Group"
"1070-minolta-c3100 Group","HSC/SOD","HS Users/HSC/SOD"
"1088-Minolta-C3110P","HSC/SOD","HS Users/HSC/SOD"
"1073-minolta-c3110 Group","HSC/SOD","HS Users/HSC/SOD"
"$SOD","HSC/SOD","HS Users/HSC/SOD"
"1180B-RX Group","HSC/SOD","HS Users/HSC/SOD"
"1003-bizhub4700p Group","HSC/SOD","HS Users/HSC/SOD"
"Subject Information Read Only Group","HSC/SOD","HS Users/HSC/SOD"
"1183A-HP1300 Group","HSC/SOD","HS Users/HSC/SOD"
"1188-BizHub-c3110 Group","HSC/SOD","HS Users/HSC/SOD"
"$DPRH","HSC/SOD/DPRH","HS Users/HSC/SOD/DPRH"
"1191-minolta-c224e group","HSC/SOD","HS Users/HSC/SOD"
"$RD","HSC/SOD/RD","HS Users/HSC/SOD/RD"
"$DH","HSC/SOD/DH","HS Users/HSC/SOD/DH"
"$OSResidents","HSC/SOD/OS/OSResidents","HS Users/HSC/SOD/OS/OSResidents"
"$OS","HSC/SOD/OS","HS Users/HSC/SOD/OS"
"$PERIO","HSC/SOD/PERIO","HS Users/HSC/SOD/PERIO"
"PERIO","HSC/SOD","HS Users/HSC/SOD"
"$OP","HSC/SOD/OP","HS Users/HSC/SOD/OP"
"1184-BizhubC3110 Group","HSC/SOD","HS Users/HSC/SOD"
"PROSTHO","HSC/SOD","HS Users/HSC/SOD"
"$PROSTHO","HSC/SOD/PROSTHO","HS Users/HSC/SOD/PROSTHO"
"$OD","HSC/SOD/OD","HS Users/HSC/SOD/OD"
"1013-epson-r2000 Group","HSC/SOD","HS Users/HSC/SOD"
"$DS","HSC/SOD/DS","HS Users/HSC/SOD/DS"
"orthoclinic-printer","HSC/SOD Group","HS Users/HSC/SOD Group"
"g110h-minoltac258 Group","HSC/SOD","HS Users/HSC/SOD"
"1199B-Bizhub Group","HSC/SOD","HS Users/HSC/SOD"
"SOD Endodontics Share","HSC/SOD","HS Users/HSC/SOD"
"SOD Periodontics Share","HSC/SOD","HS Users/HSC/SOD"
"SOD HSC Acedemic Affairs Share","HSC/SOD","HS Users/HSC/SOD"
"SOD Restorative Dentistry Share","HSC/SOD","HS Users/HSC/SOD"
"SOD Pediatrics Share","HSC/SOD","HS Users/HSC/SOD"
"SOD Share Traverse","HSC/SOD","HS Users/HSC/SOD"
"SOD Orthodontics Share","HSC/SOD","HS Users/HSC/SOD"
"SOD Clinical Admin Share","HSC/SOD","HS Users/HSC/SOD"
"SOD Dental Hygiene Share","HSC/SOD","HS Users/HSC/SOD"
"SOD Admissions Share","HSC/SOD","HS Users/HSC/SOD"
"SOD Diagnostic Services Share","HSC/SOD","HS Users/HSC/SOD"
"SOD Oral Surgery Share","HSC/SOD","HS Users/HSC/SOD"
"SOD Rural Health Share","HSC/SOD","HS Users/HSC/SOD"
"SOD Development Share","HSC/SOD","HS Users/HSC/SOD"
"SOD Supply Store Share","HSC/SOD","HS Users/HSC/SOD"
"SOD Research Share","HSC/SOD","HS Users/HSC/SOD"
"$PD","HSC/SOD/PD","HS Users/HSC/SOD/PD"
"SOD IT Share Group","HSC/SOD/DENTADMIN","HS Users/HSC/SOD/DENTADMIN"
"$DENTADMIN","HSC/SOD/DENTADMIN","HS Users/HSC/SOD/DENTADMIN"
"SOD Axium Photos Group","HSC/SOD/DENTADMIN","HS Users/HSC/SOD/DENTADMIN"
"1008-Minolta-C3110 Group","HSC/SOD","HS Users/HSC/SOD"
"SOD Departments Share","HSC/SOD","HS Users/HSC/SOD"
"Student Communications Room","HSC/SOD/SOD Clinic Accounts","HS Users/HSC/SOD/SOD Clinic Accounts"
"1200-minolta-c3110 Group","HSC/SOD","HS Users/HSC/SOD"
"EndoResidents Group","HSC/SOD/ENDO","HS Users/HSC/SOD/ENDO"
"ENDO","HSC/SOD","HS Users/HSC/SOD"
"$SODENDO","HSC/SOD/ENDO","HS Users/HSC/SOD/ENDO"
"1077-dell-3110cn Group","HSC/SOD","HS Users/HSC/SOD"
"SOD Information Technology Share","HSC/SOD","HS Users/HSC/SOD"
"SOD Student and Alumni Affairs Share","HSC/SOD","HS Users/HSC/SOD"
"SOD Forms Share","HSC/SOD","HS Users/HSC/SOD"
"stc-4512-03-c3110 Group","HSC/SOD","HS Users/HSC/SOD"
"COHRA Database READ-ONLY Group","HSC/SOD","HS Users/HSC/SOD"
"SOD","HSC","HS Users/HSC"
"$SODComputers","HSC/SOD/Computers","HS Users/HSC/SOD/Computers"
"SOD SIMPLANT Group","HSC/SOD","HS Users/HSC/SOD"
"1065-RX Group","HSC/SOD","HS Users/HSC/SOD"
"1042-RX Group","HSC/SOD","HS Users/HSC/SOD"
"2263-dell-3110cn Group","HSC/SOD","HS Users/HSC/SOD"
"1042-HP2055 Group","HSC/SOD","HS Users/HSC/SOD"
"1064-minolta-c3110 Group","HSC/SOD","HS Users/HSC/SOD"
"Migration Test Domain Local","HSC/Test","HS Users/HSC/Test"
"Migration Domain Local Group with WVUH Users","HSC/Test","HS Users/HSC/Test"
"Migration Domain Local Group with WVU-AD Users","HSC/Test","HS Users/HSC/Test"
"$CHSCSOD","HSC/CHAR_DIV/SOD","HS Users/HSC/CHAR_DIV/SOD"
"$Public","HSC/CHAR_DIV/Public","HS Users/HSC/CHAR_DIV/Public"
"$CHAR_DIV","HSC/CHAR_DIV","HS Users/HSC/CHAR_DIV"
"$CHSCSOP","HSC/CHAR_DIV/SOP","HS Users/HSC/CHAR_DIV/SOP"
"$POISON","HSC/CHAR_DIV/SOP/POISON","HS Users/HSC/CHAR_DIV/SOP/POISON"
"$CHSCSON","HSC/CHAR_DIV/SON","HS Users/HSC/CHAR_DIV/SON"
"$CHSCOBGYN","HSC/CHAR_DIV/SOM/OBGYN","HS Users/HSC/CHAR_DIV/SOM/OBGYN"
"$CHSCBEHM","HSC/CHAR_DIV/SOM/BEHM","HS Users/HSC/CHAR_DIV/SOM/BEHM"
"$CHSCFAMMED","HSC/CHAR_DIV/SOM/FAMMED","HS Users/HSC/CHAR_DIV/SOM/FAMMED"
"$INTMED","HSC/CHAR_DIV/SOM/INTMED","HS Users/HSC/CHAR_DIV/SOM/INTMED"
"$CHSCMED","HSC/CHAR_DIV/SOM/MED","HS Users/HSC/CHAR_DIV/SOM/MED"
"$CHSCPEDS","HSC/CHAR_DIV/SOM/PEDS","HS Users/HSC/CHAR_DIV/SOM/PEDS"
"$CHSCSURG","HSC/CHAR_DIV/SOM/SURG","HS Users/HSC/CHAR_DIV/SOM/SURG"
"$MSO","HSC/CHAR_DIV/SOM/MSO","HS Users/HSC/CHAR_DIV/SOM/MSO"
"$CHSCSOM","HSC/CHAR_DIV/SOM","HS Users/HSC/CHAR_DIV/SOM"
"$WCHOSP","HSC/CHAR_DIV/WCHOSP","HS Users/HSC/CHAR_DIV/WCHOSP"
"$Server","HSC/CHAR_DIV/Server","HS Users/HSC/CHAR_DIV/Server"
"$CHSCADMIN","HSC/CHAR_DIV/ADMIN","HS Users/HSC/CHAR_DIV/ADMIN"
"$AHEC","HSC/CHAR_DIV/ADMIN/AHEC","HS Users/HSC/CHAR_DIV/ADMIN/AHEC"
"$CHSCSSERVICES","HSC/CHAR_DIV/ADMIN/SSERVICES","HS Users/HSC/CHAR_DIV/ADMIN/SSERVICES"
"$CHSCHR","HSC/CHAR_DIV/ADMIN/HR","HS Users/HSC/CHAR_DIV/ADMIN/HR"
"$MEDIA","HSC/CHAR_DIV/ADMIN/MEDIA","HS Users/HSC/CHAR_DIV/ADMIN/MEDIA"
"$BUSAFF","HSC/CHAR_DIV/ADMIN/BUSAFF","HS Users/HSC/CHAR_DIV/ADMIN/BUSAFF"
"$CHSCLIB","HSC/CHAR_DIV/ADMIN/LIB","HS Users/HSC/CHAR_DIV/ADMIN/LIB"
"$CHSCHSTA","HSC/CHAR_DIV/ADMIN/HSTA","HS Users/HSC/CHAR_DIV/ADMIN/HSTA"
"$PROD","HSC/CHAR_DIV/ADMIN/PROD","HS Users/HSC/CHAR_DIV/ADMIN/PROD"
"$HEALTHCARE","HSC/CHAR_DIV/ADMIN/HEALTHCARE","HS Users/HSC/CHAR_DIV/ADMIN/HEALTHCARE"
"$IRAC","HSC/CHAR_DIV/ADMIN/IRAC","HS Users/HSC/CHAR_DIV/ADMIN/IRAC"
"$SOCIAL","HSC/CHAR_DIV/ADMIN/SOCIAL","HS Users/HSC/CHAR_DIV/ADMIN/SOCIAL"
"$CHSCPO","HSC/CHAR_DIV/ADMIN/PO","HS Users/HSC/CHAR_DIV/ADMIN/PO"
"$HPR","HSC/CHAR_DIV/ADMIN/HPR","HS Users/HSC/CHAR_DIV/ADMIN/HPR"
"$BLDGSERV","HSC/CHAR_DIV/ADMIN/BLDGSERV","HS Users/HSC/CHAR_DIV/ADMIN/BLDGSERV"
"$CHSCAVP","HSC/CHAR_DIV/ADMIN/AVP","HS Users/HSC/CHAR_DIV/ADMIN/AVP"
"CHSC Computer Services","HSC/CHAR_DIV/ADMIN/COMPSERV","HS Users/HSC/CHAR_DIV/ADMIN/COMPSERV"
"$COMPSERV","HSC/CHAR_DIV/ADMIN/COMPSERV","HS Users/HSC/CHAR_DIV/ADMIN/COMPSERV"
"Epic Training Group","HSC/CHAR_DIV/LAB","HS Users/HSC/CHAR_DIV/LAB"
"$CHSCLAB","HSC/CHAR_DIV/LAB","HS Users/HSC/CHAR_DIV/LAB"
"HS GEC","HSC/CHAR_DIV","HS Users/HSC/CHAR_DIV"
"allen-801a-minolta Group","HSC/Audiology","HS Users/HSC/Audiology"
"allen-801c-minolta Group","HSC/Audiology","HS Users/HSC/Audiology"
"percival-350c-minolta Group","HSC/Audiology","HS Users/HSC/Audiology"
"$SOPDEAN","HSC/SOP/DEAN","HS Users/HSC/SOP/DEAN"
"SOP Dean Traverse Share Group","HSC/SOP/DEAN","HS Users/HSC/SOP/DEAN"
"Trial Spreadsheet","HSC/SOP/CLIN","HS Users/HSC/SOP/CLIN"
"$CLIN","HSC/SOP/CLIN","HS Users/HSC/SOP/CLIN"
"HSC SOP Public Relations and Student Services Share Group","HSC/SOP","HS Users/HSC/SOP"
"Faculty and Staff Travel - Dean's Office Funding Share Group","HSC/SOP","HS Users/HSC/SOP"
"$BPS","HSC/SOP/BPS","HS Users/HSC/SOP/BPS"
"BPS share Traverse Group","HSC/SOP/BPS","HS Users/HSC/SOP/BPS"
"Du Lab RW Group","HSC/SOP/BPS","HS Users/HSC/SOP/BPS"
"Du Lab Read Only group","HSC/SOP/BPS","HS Users/HSC/SOP/BPS"
"$OTHER","HSC/SOP/OTHER","HS Users/HSC/SOP/OTHER"
"HumanaRW","HSC/SOP/BEHADPH","HS Users/HSC/SOP/BEHADPH"
"HCUPRW","HSC/SOP/BEHADPH","HS Users/HSC/SOP/BEHADPH"
"MCBSRW","HSC/SOP/BEHADPH","HS Users/HSC/SOP/BEHADPH"
"Kelly-Lab Group","HSC/SOP/BEHADPH","HS Users/HSC/SOP/BEHADPH"
"BEHADPH Share Traverse Group","HSC/SOP/BEHADPH","HS Users/HSC/SOP/BEHADPH"
"HRSRW","HSC/SOP/BEHADPH","HS Users/HSC/SOP/BEHADPH"
"PEIARW","HSC/SOP/BEHADPH","HS Users/HSC/SOP/BEHADPH"
"MCBS_Regeneron Share","HSC/SOP/BEHADPH","HS Users/HSC/SOP/BEHADPH"
"SEERRO","HSC/SOP/BEHADPH","HS Users/HSC/SOP/BEHADPH"
"SEERRW","HSC/SOP/BEHADPH","HS Users/HSC/SOP/BEHADPH"
"$BEHADPH","HSC/SOP/BEHADPH","HS Users/HSC/SOP/BEHADPH"
"MARKETSCANRW","HSC/SOP/BEHADPH","HS Users/HSC/SOP/BEHADPH"
"BRIM3 Data Share","HSC/SOP/BEHADPH","HS Users/HSC/SOP/BEHADPH"
"MEPSRW","HSC/SOP/BEHADPH","HS Users/HSC/SOP/BEHADPH"
"NHANESRW","HSC/SOP/BEHADPH","HS Users/HSC/SOP/BEHADPH"
"HumanaRO","HSC/SOP/BEHADPH","HS Users/HSC/SOP/BEHADPH"
"MCBSRO","HSC/SOP/BEHADPH","HS Users/HSC/SOP/BEHADPH"
"HCUPRO","HSC/SOP/BEHADPH","HS Users/HSC/SOP/BEHADPH"
"LDS Consultants Group","HSC/SOP/BEHADPH/RDTP","HS Users/HSC/SOP/BEHADPH/RDTP"
"RDTP IE Trust Sites","HSC/SOP/BEHADPH/RDTP/RDTP IE Trusted Sites","HS Users/HSC/SOP/BEHADPH/RDTP/RDTP IE Trusted Sites"
"RDTP Group","HSC/SOP/BEHADPH/RDTP","HS Users/HSC/SOP/BEHADPH/RDTP"
"RDTP Publishing Authors","HSC/SOP/BEHADPH/RDTP","HS Users/HSC/SOP/BEHADPH/RDTP"
"RDTP Users","HSC/SOP/BEHADPH/RDTP","HS Users/HSC/SOP/BEHADPH/RDTP"
"SEMPP Pain Group","HSC/SOP/BEHADPH/RDTP","HS Users/HSC/SOP/BEHADPH/RDTP"
"HSC RDTP Server Admins","HSC/SOP/BEHADPH/RDTP","HS Users/HSC/SOP/BEHADPH/RDTP"
"BPharmNAS","HSC/SOP/BEHADPH","HS Users/HSC/SOP/BEHADPH"
"ukbiobank RW","HSC/SOP/BEHADPH","HS Users/HSC/SOP/BEHADPH"
"MCARE RW","HSC/SOP/BEHADPH","HS Users/HSC/SOP/BEHADPH"
"SOP Data Backup Share Group","HSC/SOP","HS Users/HSC/SOP"
"Test SOP Student Research","HSC/SOP","HS Users/HSC/SOP"
"Pharmacy PR Share Group","HSC/SOP","HS Users/HSC/SOP"
"$SOP","HSC/SOP","HS Users/HSC/SOP"
"SOP Student Research Projects","HSC/SOP","HS Users/HSC/SOP"
"rdtp-bizhub224e Group","HSC/SOP","HS Users/HSC/SOP"
